observation_id,species,common_name,iconic_taxon,latitude,longitude,observed_on
210936822,Angiospermae,Flowering Plants,Plantae,49.248355,-122.9058,2024-04-28
210937106,Acer pseudoplatanus,sycamore maple,Plantae,49.0973895137,-123.0844972563,2024-04-28
210937121,Dracaena reflexa,Song of India,Plantae,49.248325,-122.9059616667,2024-04-28
210937404,Sambucus racemosa,red-berried elder,Plantae,49.0974209458,-123.0845584442,2024-04-28
210937639,Ficus elastica,rubber plant,Plantae,49.2483,-122.905975,2024-04-28
210938025,Gymnocalycium mihanovichii,moon cactus,Plantae,49.2483133333,-122.90593,2024-04-28
210938375,Spathiphyllum wallisii,Peace Lily,Plantae,49.2483116667,-122.9057383333,2024-04-28
210938654,Acer pseudoplatanus,sycamore maple,Plantae,49.0972463089,-123.084473787,2024-04-28
210939606,Crataegus monogyna,common hawthorn,Plantae,49.0975785675,-123.0848586002,2024-04-28
210940275,Salix,Willows,Plantae,49.0975918528,-123.0848974922,2024-04-28
210940658,Vicia gigantea,giant vetch,Plantae,49.0976369894,-123.0849658885,2024-04-28
210941784,Branta canadensis,Canada Goose,Aves,49.2960583333,-123.1284333333,2024-04-27
210941922,Larus,Large White-headed Gulls,Aves,49.289475,-123.1143805,2024-04-27
210942205,Ardea herodias fannini,Northwest Coast Great Blue Heron,Aves,49.29765,-123.1231305,2024-04-27
210942414,Lonicera involucrata,twinberry honeysuckle,Plantae,49.0978701739,-123.0854995643,2024-04-28
210942467,Lamium galeobdolon argentatum,Variegated Yellow Archangel,Plantae,49.2321613382,-122.8071996103,2024-04-28
210942682,Phalacrocoracidae,Cormorants and Shags,Aves,49.2895783333,-123.1149305,2024-04-27
210943171,Symphoricarpos,snowberries,Plantae,49.2321657809,-122.8072683235,2024-04-28
210943622,Cistothorus palustris,Marsh Wren,Aves,49.0978331259,-123.0860574638,2024-04-28
210944360,Polystichum munitum,western sword fern,Plantae,49.0977278073,-123.0863545184,2024-04-28
210944772,Heracleum maximum,common cowparsnip,Plantae,49.0977131809,-123.0863978529,2024-04-28
210946553,Betula pendula,silver birch,Plantae,49.0975082014,-123.0869083108,2024-04-28
210947287,Quercus,oaks,Plantae,49.0973953391,-123.087105956,2024-04-28
210947686,Sorbus aucuparia,European mountain ash,Plantae,49.0973899747,-123.0871219655,2024-04-28
210948357,Geothlypis trichas,Common Yellowthroat,Aves,49.0972606,-123.0873696507,2024-04-28
210949042,Taraxacum officinale,common dandelion,Plantae,49.0955581935,-123.085724353,2024-04-28
210949688,Aesculus hippocastanum,horse-chestnut,Plantae,49.230745514,-122.8080439766,2024-04-28
210950280,Ribes sanguineum,Red-flowering Currant,Plantae,49.2307343515,-122.8080525628,2024-04-28
210950342,Castor canadensis,American Beaver,Mammalia,49.0968749486,-123.0880812743,2024-04-28
210950860,Desmarestia herbacea,,Chromista,49.3027385699,-123.1283012913,2024-04-27
210950886,Cornus sericea,red osier dogwood,Plantae,49.0968746134,-123.0880635047,2024-04-28
210951287,Amanita pantherinoides,Western Panther,Fungi,49.3889609,-123.3311053,2024-04-27
210951598,Dermasterias imbricata,Leather Star,Animalia,49.3028050033,-123.1280528333,2024-04-27
210951892,Ranunculus repens,Creeping buttercup,Plantae,49.0963248862,-123.0887758826,2024-04-28
210951924,Taraxacum,dandelions,Plantae,49.2312215836,-122.8084085349,2024-04-28
210952158,Hedera helix,common ivy,Plantae,49.2311705556,-122.8082619981,2024-04-28
210952427,Ramularia rubella,,Fungi,49.0962991119,-123.0885002856,2024-04-28
210953010,Pseudotsuga menziesii,Douglas-fir,Plantae,49.0961782868,-123.0884753914,2024-04-28
210953666,Picea sitchensis,Sitka spruce,Plantae,49.0962128202,-123.0884681829,2024-04-28
210954130,Acer platanoides,Norway maple,Plantae,49.2312673441,-122.8083877011,2024-04-28
210954968,Equisetum telmateia,great horsetail,Plantae,49.0897595091,-122.8621199169,2024-04-28
210955449,Acer pseudoplatanus,sycamore maple,Plantae,49.2314480804,-122.8087902257,2024-04-28
210956526,Tachycineta bicolor,Tree Swallow,Aves,49.2455033333,-122.9586416667,2024-04-28
210956712,Anas platyrhynchos,Mallard,Aves,49.2454716667,-122.9593966667,2024-04-28
210956735,Sambucus racemosa,red-berried elder,Plantae,49.0900014543,-122.8645870439,2024-04-28
210956953,Veronica chamaedrys,Germander Speedwell,Plantae,49.2321509228,-122.8088564476,2024-04-28
210957230,Lupinus polyphyllus,Large-leaved lupine,Plantae,49.2315311432,-122.8093063873,2024-04-28
210957513,Ribes sanguineum,Red-flowering Currant,Plantae,49.2377701887,-122.8149688064,2024-04-28
210957610,Tanacetum vulgare,tansy,Plantae,49.0900908339,-122.8659292504,2024-04-28
210957629,Thuja plicata,western redcedar,Plantae,49.0958064236,-123.0885609706,2024-04-28
210958051,Populus trichocarpa,black cottonwood,Plantae,49.0902688997,-122.8665920471,2024-04-28
210959153,Pipilo maculatus,Spotted Towhee,Aves,49.095457946,-123.0880236068,2024-04-28
210959530,Aquilegia vulgaris,common columbine,Plantae,49.2482716667,-122.9059616667,2024-04-28
210960084,Angiospermae,Flowering Plants,Plantae,49.248275,-122.9059833333,2024-04-28
210960435,Angiospermae,Flowering Plants,Plantae,49.2482633333,-122.9059833333,2024-04-28
210960630,Philodendron hederaceum,heart-leaf philodendron,Plantae,49.1078803456,-122.842060933,2024-04-28
210960773,Rosoideae,"brambles, roses, strawberries, and allies",Plantae,49.24828,-122.9059666667,2024-04-28
210961308,Melissa officinalis,lemon balm,Plantae,49.2483116667,-122.905945,2024-04-28
210961350,Rhododendron indicum,southern Indian azalea,Plantae,49.1078228219,-122.8420203342,2024-04-28
210961616,Aquilegia vulgaris,common columbine,Plantae,49.248275,-122.9059533333,2024-04-28
210962013,Lysimachia,Loosestrifes,Plantae,49.2482716667,-122.9059833333,2024-04-28
210962466,Rosa,roses,Plantae,49.248275,-122.9059616667,2024-04-28
210962599,Urtica dioica,,Plantae,49.0952080815,-123.0878091977,2024-04-28
210962837,Campanula glomerata,clustered bellflower,Plantae,49.2482866667,-122.905945,2024-04-28
210963294,Ribes rubrum,Red Currant,Plantae,49.2482716667,-122.905945,2024-04-28
210963332,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,49.2316650879,-122.810977148,2024-04-28
210963470,Sambucus racemosa,red-berried elder,Plantae,49.0948120784,-123.0874034298,2024-04-28
210963784,Aphis,,Insecta,49.2483,-122.905945,2024-04-28
210964252,Melissa officinalis,lemon balm,Plantae,49.3754773536,-122.9954703546,2024-04-28
210964828,Rosa,roses,Plantae,49.2482833333,-122.9059366667,2024-04-28
210965092,Rubus laciniatus,Cutleaf Blackberry,Plantae,49.0949471109,-123.0874055253,2024-04-28
210965367,Cupressoideae,"Cypresses, Cedars, Junipers, and Allies",Plantae,49.3433566,-123.0187863,2024-04-28
210965547,Clematis virginiana,virgin's-bower,Plantae,49.2132437863,-122.9329274925,2024-04-28
210966050,Columba livia domestica,Feral Pigeon,Aves,49.2454633333,-122.9586716667,2024-04-28
210966061,Magnoliopsida,Dicots,Plantae,49.3924663957,-122.8877070007,2024-04-28
210966472,Hypnales,Feather Mosses,Plantae,49.248295,-122.9059366667,2024-04-28
210966595,Betula pendula,silver birch,Plantae,49.0949096857,-123.0874117279,2024-04-28
210966677,Lupinus polyphyllus,Large-leaved lupine,Plantae,49.0902780061,-122.8677786375,2024-04-28
210967044,Poa pratensis,Smooth Meadow-grass,Plantae,49.0946444823,-123.0868893677,2024-04-28
210967140,Syringa vulgaris,common lilac,Plantae,49.248295,-122.905945,2024-04-28
210967586,Cytisus scoparius,Scotch Broom,Plantae,49.0902582962,-122.867903864,2024-04-28
210967635,Magnoliopsida,Dicots,Plantae,49.0946806921,-123.0869037007,2024-04-28
210967727,Heracleum maximum,common cowparsnip,Plantae,49.0901579701,-122.8684881631,2024-04-28
210968151,Polystichum munitum,western sword fern,Plantae,49.2483583333,-122.9060133333,2024-04-28
210968166,Erodium cicutarium,Redstem Stork's-bill,Plantae,49.0900597014,-122.8687701424,2024-04-28
210968913,Polystichum munitum,western sword fern,Plantae,49.2483466667,-122.9059916667,2024-04-28
210972125,Turdus migratorius,American Robin,Aves,49.2352480165,-122.8774081045,2024-04-28
210972482,Polystichum munitum,western sword fern,Plantae,49.2483583333,-122.9059616667,2024-04-28
210973177,Polystichum munitum,western sword fern,Plantae,49.2483666667,-122.9059616667,2024-04-28
210974202,Polystichum munitum,western sword fern,Plantae,49.2483716667,-122.9059666667,2024-04-28
210975083,Polystichum munitum,western sword fern,Plantae,49.2483583333,-122.9059966667,2024-04-28
210975154,Aesculus hippocastanum,horse-chestnut,Plantae,49.2301337258,-123.097655722,2024-04-28
210975506,Hedera helix,common ivy,Plantae,49.2483633333,-122.9059916667,2024-04-28
210976239,Galium triflorum,fragrant bedstraw,Plantae,49.2483583333,-122.9059833333,2024-04-28
210977050,Mycelis muralis,Wall Lettuce,Plantae,49.2483583333,-122.9059916667,2024-04-28
210977692,Polystichum polyblepharon,Japanese tassel fern,Plantae,49.2483633333,-122.9059833333,2024-04-28
210978052,Turdus migratorius,American Robin,Aves,49.0693945,-123.1450888333,2024-04-28
210978135,Rubus,brambles,Plantae,49.2483666667,-122.9059366667,2024-04-28
210978587,Aquilegia vulgaris,common columbine,Plantae,49.2483716667,-122.90593,2024-04-28
210978906,Lonicera involucrata,twinberry honeysuckle,Plantae,49.0906833386,-122.8744833133,2024-04-28
210979079,Lysimachia latifolia,Western Starflower,Plantae,49.243382,-123.190116,2024-04-27
210979151,Rubus,brambles,Plantae,49.2483716667,-122.9059133333,2024-04-28
210979473,Acer palmatum,Japanese maple,Plantae,49.248375,-122.9059366667,2024-04-28
210979954,Cardamine hirsuta,hairy bittercress,Plantae,49.2266728379,-122.8261251988,2024-04-28
210980219,Lysimachia,Loosestrifes,Plantae,49.2483583333,-122.9059916667,2024-04-28
210981388,Campanula glomerata,clustered bellflower,Plantae,49.2483583333,-122.906005,2024-04-28
210981518,Mus musculus,House Mouse,Mammalia,49.2448209432,-122.6165810149,2024-04-28
210981899,Hibiscus syriacus,common hibiscus,Plantae,49.248355,-122.9060216667,2024-04-28
210982411,Rhododendron,rhododendrons and azaleas,Plantae,49.2483216667,-122.905555,2024-04-28
210982723,Tracheophyta,Vascular Plants,Plantae,49.2483366667,-122.9055416667,2024-04-28
210982785,Limax maximus,Leopard Slug,Mollusca,49.3277805326,-122.7344528304,2024-04-28
210983123,Hydrangea macrophylla,mophead hydrangea,Plantae,49.248325,-122.9055466667,2024-04-28
210983381,Rosa,roses,Plantae,49.2482833333,-122.9055466667,2024-04-28
210983624,Cotoneaster salicifolius,Willow-leaved Cotoneaster,Plantae,49.248305,-122.9055633333,2024-04-28
210983853,Tilia,"lindens, basswoods, and lime trees",Plantae,49.2292144957,-122.8144173308,2024-04-28
210983983,Thuja plicata,western redcedar,Plantae,49.2483166667,-122.9055633333,2024-04-28
210984346,Rosa,roses,Plantae,49.2483216667,-122.905525,2024-04-28
210984910,Vaccinium parvifolium,Red Huckleberry,Plantae,49.2426194444,-123.1907583333,2024-04-27
210984911,Berberis nervosa,Cascade Oregon-grape,Plantae,49.2426083333,-123.1907583333,2024-04-27
210984912,Amelanchier,serviceberries,Plantae,49.2425944444,-123.1907416667,2024-04-27
210984938,Tilia,"lindens, basswoods, and lime trees",Plantae,49.2292939802,-122.8142830258,2024-04-28
210985256,Carpinus betulus,European Hornbeam,Plantae,49.2484583333,-122.905625,2024-04-28
210985829,Glaucomaria carpinea,Rim lichen,Fungi,49.248555,-122.905525,2024-04-28
210986194,Pulvigera,,Plantae,49.24852,-122.9055783333,2024-04-28
210986458,Cornus,dogwoods,Plantae,49.2291434759,-122.814769705,2024-04-28
210986462,Magnolia stellata,star magnolia,Plantae,49.2486633333,-122.9056166667,2024-04-28
210986751,Paeonia officinalis,common peony,Plantae,49.24865,-122.9055783333,2024-04-28
210987054,Papaver orientale,Oriental Poppy,Plantae,49.2486533333,-122.9055866667,2024-04-28
210987320,Rudbeckia fulgida,orange coneflower,Plantae,49.2486633333,-122.9055866667,2024-04-28
210987587,Rudbeckia fulgida,orange coneflower,Plantae,49.2486633333,-122.9056033333,2024-04-28
210987835,Geranium phaeum,Dusky Crane's-bill,Plantae,49.2486533333,-122.9056333333,2024-04-28
210988187,Ornithogalum umbellatum,common star-of-Bethlehem,Plantae,49.2486633333,-122.9056166667,2024-04-28
210988783,Plantago lanceolata,ribwort plantain,Plantae,49.24867,-122.9056083333,2024-04-28
210988878,Plantago,plantains,Plantae,49.2290983542,-122.8150225874,2024-04-28
210988973,Campanula rapunculoides,Creeping Bellflower,Plantae,49.248675,-122.9056083333,2024-04-28
210989108,Tanacetum vulgare,tansy,Plantae,49.2290973951,-122.8150189346,2024-04-28
210989518,Rosa multiflora,multiflora rose,Plantae,49.248675,-122.9056083333,2024-04-28
210989740,Malva moschata,musk mallow,Plantae,49.2486883333,-122.9056033333,2024-04-28
210989866,Plantago major,greater plantain,Plantae,49.2291095681,-122.8150413374,2024-04-28
210989950,Malva neglecta,dwarf mallow,Plantae,49.2486716667,-122.9056166667,2024-04-28
210990078,Stellaria media,common chickweed,Plantae,49.2486833333,-122.9056166667,2024-04-28
210990321,Rosa multiflora,multiflora rose,Plantae,49.2487,-122.9056083333,2024-04-28
210990662,Ornithogalum umbellatum,common star-of-Bethlehem,Plantae,49.2486616667,-122.905655,2024-04-28
210990898,Campanula rapunculoides,Creeping Bellflower,Plantae,49.2486633333,-122.9056333333,2024-04-28
210991181,Lamiales,"Mints, Plantains, Olives, and Allies",Plantae,49.2486616667,-122.9056333333,2024-04-28
210991564,Ornithogalum umbellatum,common star-of-Bethlehem,Plantae,49.2334242417,-122.9986201489,2024-04-28
210991837,Magnoliopsida,Dicots,Plantae,49.24868,-122.9056083333,2024-04-28
210992167,Tracheophyta,Vascular Plants,Plantae,49.2486633333,-122.9056383333,2024-04-28
210992424,Taraxacum officinale,common dandelion,Plantae,49.3256457672,-122.9072558457,2024-04-28
210992554,Psathyrellaceae,Brittlestems and Allies,Fungi,49.2355073,-123.0994577,2024-04-28
210992725,Taraxacum officinale,common dandelion,Plantae,49.2550965464,-122.8805492651,2024-04-28
210993021,Veronica serpyllifolia,thyme-leaved speedwell,Plantae,49.3046454941,-122.8191640985,2024-04-28
210993274,Magnoliopsida,Dicots,Plantae,49.2663114014,-122.8778805154,2024-04-28
210993610,Peziza,Cups,Fungi,49.2354966377,-123.0995764636,2024-04-28
210993687,Dichodontium pellucidum,transparent fork-moss,Plantae,49.2123447953,-122.9318243403,2024-04-28
210993897,Mycelis muralis,Wall Lettuce,Plantae,49.3598162203,-122.9163624642,2024-04-28
210994135,Veronica serpyllifolia,thyme-leaved speedwell,Plantae,49.3076733301,-122.9339835735,2024-04-28
210994414,Bryophyta,Mosses,Plantae,49.317250517,-122.8650735671,2024-04-28
210994825,Veronica serpyllifolia,thyme-leaved speedwell,Plantae,49.3992468447,-122.9706919985,2024-04-28
210995081,Rosa multiflora,multiflora rose,Plantae,49.2487616667,-122.9052883333,2024-04-28
210995348,Chamaecyparis obtusa,Hinoki cypress,Plantae,49.24878,-122.9052966667,2024-04-28
210995649,Amelanchier,serviceberries,Plantae,49.248745,-122.9053033333,2024-04-28
210996341,Arion ater,Black Slug,Mollusca,49.2296738604,-122.8154152488,2024-04-28
210997116,Colaptes auratus,Northern Flicker,Aves,49.1726533333,-123.1993116667,2024-04-28
210998581,Tachycineta bicolor,Tree Swallow,Aves,49.1728717292,-123.1992438751,2024-04-28
211004584,Haemorhous mexicanus,House Finch,Aves,49.3844070987,-123.1676894578,2024-04-28
211004885,Picea sitchensis,Sitka spruce,Plantae,49.0907913715,-122.8755897917,2024-04-28
211007339,Spiraea douglasii,Rose Spirea,Plantae,49.079693588,-122.7503279052,2024-04-27
211011493,Helvella compressa,,Fungi,49.30031354,-122.8671008,2024-04-28
211011707,Sambucus racemosa,red-berried elder,Plantae,49.1131983839,-122.6747154519,2024-04-27
211011929,Spiraea douglasii,Rose Spirea,Plantae,49.062238034,-122.7859649246,2024-04-27
211013144,Symphyotrichum,American asters,Plantae,49.291058248,-123.041565735,2024-04-28
211013286,Oemleria cerasiformis,Osoberry,Plantae,49.0039052253,-122.7963065447,2024-04-27
211014087,Symphyotrichum,American asters,Plantae,49.2910693959,-123.0415488874,2024-04-28
211016096,Carex macrocephala,big-head sedge,Plantae,49.2231533333,-123.22062,2024-04-28
211016205,Acer circinatum,Vine Maple,Plantae,49.092628412,-122.7998975377,2024-04-27
211017057,Bombus impatiens,Common Eastern Bumble Bee,Insecta,49.2011527778,-122.8083527778,2024-04-28
211017970,Athyrium filix-femina,lady fern,Plantae,49.1169634267,-122.7646833604,2024-04-27
211018182,Eriophyllum,Woolly sunflowers,Plantae,49.2907685964,-123.0426188796,2024-04-28
211018268,Solidago canadensis,Canada goldenrod,Plantae,49.2916290556,-123.041461045,2024-04-28
211018585,Rubus spectabilis,Salmonberry,Plantae,49.1071575221,-122.7771232475,2024-04-27
211019140,Aquilegia formosa,western columbine,Plantae,49.2915923009,-123.0414384977,2024-04-28
211019414,Cornus sericea,red osier dogwood,Plantae,49.2915891577,-123.041300783,2024-04-28
211019771,Bellis perennis,Lawn daisy,Plantae,49.33906,-123.136221,2024-04-28
211019947,Rubus,brambles,Plantae,49.1019238923,-122.7742387746,2024-04-27
211021400,Lepismatidae,Typical Silverfishes,Insecta,49.2553888482,-123.065549959,2024-04-27
211021820,Marasmiineae,,Fungi,49.0884588514,-122.6603032751,2024-04-27
211023572,Magnoliopsida,Dicots,Plantae,49.1992790272,-122.7637076944,2024-04-27
211025383,Dacrymyces,,Fungi,49.0001840899,-122.6273059366,2024-04-27
211025859,Cardamine,Bittercresses and Toothworts,Plantae,49.1661820695,-122.7136779075,2024-04-27
211026838,Lutheria splendens,Flaming Sword,Plantae,49.2420523936,-123.1136901026,2024-04-28
211027205,Bellis perennis,Lawn daisy,Plantae,49.2950439453,-123.1337966919,2024-04-28
211027244,Agave,century plants,Plantae,49.2421184819,-123.1137679005,2024-04-28
211027340,Lepidoptera,Butterflies and Moths,Insecta,49.2441583333,-123.1944111111,2024-04-28
211027914,Ribes sanguineum,Red-flowering Currant,Plantae,49.0136123048,-122.763332821,2024-04-27
211028179,Glechoma hederacea,ground-ivy,Plantae,49.0140046985,-122.7908442092,2024-04-27
211029219,Pimpla pedalis,,Insecta,49.0946161507,-122.4913942069,2024-04-28
211029270,Cepaea nemoralis,Brown-lipped Snail,Mollusca,49.2298862328,-122.8137030826,2024-04-28
211029618,Musca domestica,Common House Fly,Insecta,49.0946091253,-122.4913942069,2024-04-28
211030540,Picea sitchensis,Sitka spruce,Plantae,49.24730006,-122.92118356,2024-04-28
211030764,Monadenia fidelis,Pacific Sideband,Mollusca,49.30000943,-122.707846798,2024-04-28
211032535,Corvus brachyrhynchos,American Crow,Aves,49.2442944444,-123.1948694444,2024-04-28
211034971,Amelanchier,serviceberries,Plantae,49.2546,-123.1973361111,2024-04-28
211035043,Magallana gigas,Pacific Oyster,Mollusca,49.2969970703,-123.130279541,2024-04-28
211035188,Fucus distichus,Rockweed,Chromista,49.2966003418,-123.1317062378,2024-04-28
211035349,Icmadophila ericetorum,Candy Lichen,Fungi,49.2542333333,-123.1970472222,2024-04-28
211035918,Dicranum tauricum,Fragile Fork-moss,Plantae,49.2543111111,-123.1970277778,2024-04-28
211036448,Lepidium,Pepperweeds,Plantae,49.2441583333,-123.1944111111,2024-04-28
211036612,Frangula purshiana,Cascara,Plantae,49.2548182781,-123.1972959638,2024-04-28
211037138,Gunnera,Gunneras,Plantae,49.2421290003,-123.1137168039,2024-04-28
211037844,Cytisus scoparius,Scotch Broom,Plantae,49.2963256836,-123.1300811768,2024-04-28
211040619,Ardea herodias fannini,Northwest Coast Great Blue Heron,Aves,49.2969665527,-123.1264724731,2024-04-28
211043075,Cycas,,Plantae,49.2421268786,-123.1138793704,2024-04-28
211044008,Geum macrophyllum,Large-leaved Avens,Plantae,49.0711642408,-122.6719848827,2024-04-27
211044222,Plantago lanceolata,ribwort plantain,Plantae,49.2449138889,-123.1936638889,2024-04-28
211044228,Agrocybe,,Fungi,49.2448388889,-123.1938777778,2024-04-28
211044237,Erodium cicutarium,Redstem Stork's-bill,Plantae,49.2446555556,-123.1936194444,2024-04-28
211044253,Trifolium pratense,Red Clover,Plantae,49.2447083333,-123.1953888889,2024-04-28
211044264,Ardea herodias,Great Blue Heron,Aves,49.244175,-123.1936333333,2024-04-27
211044320,Rubus parviflorus,thimbleberry,Plantae,49.0061380753,-122.6520758391,2024-04-27
211044574,Zantedeschia,calla lilies,Plantae,49.2421290003,-123.1137168039,2024-04-28
211045784,Nereidinae,,Animalia,49.268885465,-123.1206394337,2024-04-28
211046693,Quercus garryana,Oregon oak,Plantae,49.0145134042,-123.0409047381,2024-04-28
211047510,Ramalina,bushy lichens,Fungi,49.0145825549,-123.0410973543,2024-04-28
211047721,Agelaius phoeniceus,Red-winged Blackbird,Aves,49.2706888409,-123.193175006,2024-04-28
211049436,Pemphigus spyrothecae,Poplar Spiral Gall Aphid,Insecta,49.0140218894,-123.0399848243,2024-04-28
211051646,Passer domesticus,House Sparrow,Aves,49.1226361667,-123.1772383333,2024-04-28
211053596,Nereocystis luetkeana,Bull Kelp,Chromista,49.2978820801,-123.1237335205,2024-04-28
211055163,Branta canadensis,Canada Goose,Aves,49.1211971667,-123.17222,2024-04-28
211055529,Matricaria discoidea,pineapple-weed,Plantae,49.06035684,-122.65862812,2024-04-28
211055540,Oryctolagus cuniculus domesticus,Domestic Rabbit,Mammalia,49.122475,-123.1644055,2024-04-28
211055609,Fungi,Fungi Including Lichens,Fungi,49.2706133333,-123.2396866667,2024-04-28
211055733,Agelaius phoeniceus,Red-winged Blackbird,Aves,49.0136447037,-123.0400154182,2024-04-28
211056881,Arion subfuscus,Western Dusky Slug,Mollusca,49.2328916667,-122.8027027783,2024-04-28
211056886,Acer pseudoplatanus,sycamore maple,Plantae,49.2304166667,-122.8028027783,2024-04-28
211056892,Phasianus colchicus,Ring-necked Pheasant,Aves,49.2305333333,-122.806595,2024-04-28
211056895,Peziza vesiculosa,blistered cup,Fungi,49.2293277783,-122.8023833333,2024-04-28
211056896,Populus trichocarpa,black cottonwood,Plantae,49.2292138883,-122.8021388883,2024-04-28
211056901,Alnus rubra,Red Alder,Plantae,49.229069445,-122.8017972217,2024-04-28
211056916,Turdus migratorius,American Robin,Aves,49.2305333333,-122.806595,2024-04-28
211056919,Sambucus racemosa,red-berried elder,Plantae,49.2289916667,-122.801405555,2024-04-28
211056921,Galium,bedstraws,Plantae,49.2290166667,-122.801369445,2024-04-28
211056935,Calliergonella cuspidata,Pointed Spear-moss,Plantae,49.2286611117,-122.800125,2024-04-28
211056936,Acer circinatum,Vine Maple,Plantae,49.228369445,-122.7990583333,2024-04-28
211056937,Fomitopsis ochracea,Ochre-banded Conk,Fungi,49.2285277783,-122.7996138883,2024-04-28
211056941,Urtica dioica,,Plantae,49.2396076777,-122.8129266038,2024-04-28
211056945,Xanthoria parietina,Common Sunburst Lichen,Fungi,49.228080555,-122.7966916667,2024-04-28
211056946,Populus trichocarpa,black cottonwood,Plantae,49.2281083333,-122.796830555,2024-04-28
211056949,Betula papyrifera,paper birch,Plantae,49.2280722217,-122.79615,2024-04-28
211056960,Pinus contorta,lodgepole pine,Plantae,49.2280888883,-122.7962416667,2024-04-28
211056962,Taraxacum officinale,common dandelion,Plantae,49.228194445,-122.7977666667,2024-04-28
211056965,Cirsium arvense,creeping thistle,Plantae,49.2284611117,-122.7990583333,2024-04-28
211056973,Hesperis matronalis,dame's rocket,Plantae,49.2361722217,-122.8001111117,2024-04-28
211056976,Geothlypis trichas,Common Yellowthroat,Aves,49.2370054125,-122.7955585147,2024-04-28
211056981,Branta canadensis,Canada Goose,Aves,49.2375852769,-122.7935258921,2024-04-28
211056989,Agrocybe pediades,Common Fieldcap,Fungi,49.2335861117,-122.801675,2024-04-28
211056990,Lithobates catesbeianus,American Bullfrog,Amphibia,49.2374939948,-122.7942169562,2024-04-28
211056995,Pandion haliaetus,Osprey,Aves,49.2339935582,-122.8004693767,2024-04-28
211057004,Selasphorus rufus,Rufous Hummingbird,Aves,49.2338078974,-122.8002448716,2024-04-28
211057100,Pulvigera,,Plantae,49.0605426997,-122.6585919997,2024-04-28
211057255,Lamium purpureum,red deadnettle,Plantae,49.2449138889,-123.1936416667,2024-04-28
211057259,Senecio vulgaris,common groundsel,Plantae,49.2441888889,-123.19165,2024-04-27
211058531,Lamium purpureum,red deadnettle,Plantae,49.0609527,-122.6585802,2024-04-28
211058579,Allogona townsendiana,Oregon forestsnail,Mollusca,49.2397133791,-122.812747613,2024-04-28
211060649,Tanacetum vulgare,tansy,Plantae,49.0609859997,-122.6585886997,2024-04-28
211060765,Zantedeschia,calla lilies,Plantae,49.2420541782,-123.1137451231,2024-04-28
211061026,Erodium cicutarium,Redstem Stork's-bill,Plantae,49.0612307,-122.6595056,2024-04-28
211061287,Allogona townsendiana,Oregon forestsnail,Mollusca,49.2397270965,-122.8126541632,2024-04-28
211061400,Taphrina populina,Poplar Leaf Curl,Fungi,49.0140638833,-123.0397945,2024-04-28
211062113,Charadrius vociferus,Killdeer,Aves,49.0139416667,-123.0407778333,2024-04-28
211062184,Cirsium,Plume Thistles,Plantae,49.0613022,-122.6595994,2024-04-28
211062938,Turdus migratorius,American Robin,Aves,49.319501146,-123.1984452991,2024-04-28
211063115,Operophtera brumata,Winter Moth,Insecta,49.014075,-123.039825,2024-04-28
211064129,Allogona townsendiana,Oregon forestsnail,Mollusca,49.2399101202,-122.81240613,2024-04-28
211064657,Pipilo maculatus,Spotted Towhee,Aves,49.2166428708,-123.1439319457,2024-04-28
211065198,Populus trichocarpa,black cottonwood,Plantae,49.0615165,-122.6600507997,2024-04-28
211065476,Acalyptratae,Acalyptrate Flies,Insecta,49.0140916667,-123.0398721667,2024-04-28
211066839,Acer macrophyllum,bigleaf maple,Plantae,49.300201416,-123.1180877686,2024-04-28
211067115,Gaultheria shallon,salal,Plantae,49.300201416,-123.1245574951,2024-04-28
211067355,Mentha,mints,Plantae,49.0614997997,-122.6603302,2024-04-28
211068460,Rubus spectabilis,Salmonberry,Plantae,49.2997131348,-123.1188201904,2024-04-28
211069318,Polytrichum,haircap mosses,Plantae,49.0614695,-122.6599772997,2024-04-28
211070135,Plantago,plantains,Plantae,49.0611111997,-122.6595709,2024-04-28
211070226,Oxyura jamaicensis,Ruddy Duck,Aves,49.296233931,-123.1425276026,2024-04-28
211071292,Ranunculus repens,Creeping buttercup,Plantae,49.0611132,-122.6598043,2024-04-28
211071576,Pisaster ochraceus,Ochre Sea Star,Animalia,49.315032959,-123.1218719482,2024-04-28
211071822,Pisaster ochraceus,Ochre Sea Star,Animalia,49.315032959,-123.1218719482,2024-04-28
211072483,Ardea herodias,Great Blue Heron,Aves,49.18045,-122.8208694444,2024-04-28
211072754,Podilymbus podiceps,Pied-billed Grebe,Aves,49.2969705564,-123.1393840536,2024-04-28
211072861,Spatula clypeata,Northern Shoveler,Aves,49.2948537945,-123.1434254721,2024-04-28
211073306,Lophodytes cucullatus,Hooded Merganser,Aves,49.2947772649,-123.1429597735,2024-04-28
211073577,Myosotis arvensis,field forget-me-not,Plantae,49.0246583333,-123.0582945,2024-04-28
211073733,Physocarpus capitatus,Pacific ninebark,Plantae,49.0611232997,-122.6599401,2024-04-28
211073836,Equisetum telmateia,great horsetail,Plantae,49.2398455899,-122.8124161598,2024-04-28
211074129,Geranium dissectum,Cut-leaved crane's-bill,Plantae,49.0241083333,-123.0581945,2024-04-28
211074779,Senecio vulgaris,common groundsel,Plantae,49.0248416667,-123.0583471667,2024-04-28
